documento_mentor_proposto;arquivo_mentor_proposto;modulo;nome_modulo;topico_macro;primeira_sessao_v4_1;ultima_sessao_v4_1;quantidade_sessoes_cobertas;tipos_sessao_cobertos;conteudo_consolidado_da_grade;regra_de_cobertura
28;028_M1_08_CHAR_UNICODE_E_TEXTO_INICIAL.md;M1;Java fundamentos absolutos e lógica aplicada;char, Unicode e texto inicial;M1.08.01;M1.08.04;4;Conceito, por que existe e vocabulário essencial | Exemplo mínimo digitado do zero | Exemplo aplicado ao domínio corporativo | Erros comuns, diagnóstico e perguntas de fixação;caractere, aspas simples, diferença para String e uso real limitado. Nesta sessão: explicar o conceito com analogias, termos corretos, limites e relação com Java/backend. | caractere, aspas simples, diferença para String e uso real limitado. Nesta sessão: criar o menor código ou procedimento possível, executar e observar resultado. | caractere, aspas simples, diferença para String e uso real limitado. Nesta sessão: aplicar o assunto em cenário de OS, cliente, produto, pedido, pagamento, auditoria ou mensageria. | caractere, aspas simples, diferença para String e uso real limitado. Nesta sessão: quebrar de propósito, interpretar erro, responder perguntas e registrar checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
29;029_M1_09_STRING_BASICA.md;M1;Java fundamentos absolutos e lógica aplicada;String básica;M1.09.01;M1.09.04;4;Conceito, por que existe e vocabulário essencial | Exemplo mínimo digitado do zero | Exemplo aplicado ao domínio corporativo | Erros comuns, diagnóstico e perguntas de fixação;concatenação, length, isEmpty, isBlank, equals, equalsIgnoreCase, contains e trim. Nesta sessão: explicar o conceito com analogias, termos corretos, limites e relação com Java/backend. | concatenação, length, isEmpty, isBlank, equals, equalsIgnoreCase, contains e trim. Nesta sessão: criar o menor código ou procedimento possível, executar e observar resultado. | concatenação, length, isEmpty, isBlank, equals, equalsIgnoreCase, contains e trim. Nesta sessão: aplicar o assunto em cenário de OS, cliente, produto, pedido, pagamento, auditoria ou mensageria. | concatenação, length, isEmpty, isBlank, equals, equalsIgnoreCase, contains e trim. Nesta sessão: quebrar de propósito, interpretar erro, responder perguntas e registrar checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
30;030_M1_10_ENTRADA_DE_DADOS_COM_SCANNER.md;M1;Java fundamentos absolutos e lógica aplicada;Entrada de dados com Scanner;M1.10.01;M1.10.04;4;Conceito, por que existe e vocabulário essencial | Exemplo mínimo digitado do zero | Exemplo aplicado ao domínio corporativo | Erros comuns, diagnóstico e perguntas de fixação;nextLine, nextInt, nextDouble, limpeza de buffer, Locale e fechamento. Nesta sessão: explicar o conceito com analogias, termos corretos, limites e relação com Java/backend. | nextLine, nextInt, nextDouble, limpeza de buffer, Locale e fechamento. Nesta sessão: criar o menor código ou procedimento possível, executar e observar resultado. | nextLine, nextInt, nextDouble, limpeza de buffer, Locale e fechamento. Nesta sessão: aplicar o assunto em cenário de OS, cliente, produto, pedido, pagamento, auditoria ou mensageria. | nextLine, nextInt, nextDouble, limpeza de buffer, Locale e fechamento. Nesta sessão: quebrar de propósito, interpretar erro, responder perguntas e registrar checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
31;031_M1_11_OPERADORES_ARITMETICOS.md;M1;Java fundamentos absolutos e lógica aplicada;Operadores aritméticos;M1.11.01;M1.11.04;4;Conceito, por que existe e vocabulário essencial | Exemplo mínimo digitado do zero | Exemplo aplicado ao domínio corporativo | Erros comuns, diagnóstico e perguntas de fixação;soma, subtração, multiplicação, divisão, resto, precedência e parênteses. Nesta sessão: explicar o conceito com analogias, termos corretos, limites e relação com Java/backend. | soma, subtração, multiplicação, divisão, resto, precedência e parênteses. Nesta sessão: criar o menor código ou procedimento possível, executar e observar resultado. | soma, subtração, multiplicação, divisão, resto, precedência e parênteses. Nesta sessão: aplicar o assunto em cenário de OS, cliente, produto, pedido, pagamento, auditoria ou mensageria. | soma, subtração, multiplicação, divisão, resto, precedência e parênteses. Nesta sessão: quebrar de propósito, interpretar erro, responder perguntas e registrar checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
32;032_M1_12_OPERADORES_RELACIONAIS.md;M1;Java fundamentos absolutos e lógica aplicada;Operadores relacionais;M1.12.01;M1.12.04;4;Conceito, por que existe e vocabulário essencial | Exemplo mínimo digitado do zero | Exemplo aplicado ao domínio corporativo | Erros comuns, diagnóstico e perguntas de fixação;>, <, >=, <=, ==, != e leitura de expressões booleanas. Nesta sessão: explicar o conceito com analogias, termos corretos, limites e relação com Java/backend. | >, <, >=, <=, ==, != e leitura de expressões booleanas. Nesta sessão: criar o menor código ou procedimento possível, executar e observar resultado. | >, <, >=, <=, ==, != e leitura de expressões booleanas. Nesta sessão: aplicar o assunto em cenário de OS, cliente, produto, pedido, pagamento, auditoria ou mensageria. | >, <, >=, <=, ==, != e leitura de expressões booleanas. Nesta sessão: quebrar de propósito, interpretar erro, responder perguntas e registrar checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
33;033_M1_13_OPERADORES_LOGICOS.md;M1;Java fundamentos absolutos e lógica aplicada;Operadores lógicos;M1.13.01;M1.13.04;4;Conceito, por que existe e vocabulário essencial | Exemplo mínimo digitado do zero | Exemplo aplicado ao domínio corporativo | Erros comuns, diagnóstico e perguntas de fixação;&&, ||, !, curto-circuito, combinações e clareza. Nesta sessão: explicar o conceito com analogias, termos corretos, limites e relação com Java/backend. | &&, ||, !, curto-circuito, combinações e clareza. Nesta sessão: criar o menor código ou procedimento possível, executar e observar resultado. | &&, ||, !, curto-circuito, combinações e clareza. Nesta sessão: aplicar o assunto em cenário de OS, cliente, produto, pedido, pagamento, auditoria ou mensageria. | &&, ||, !, curto-circuito, combinações e clareza. Nesta sessão: quebrar de propósito, interpretar erro, responder perguntas e registrar checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
34;034_M1_14_INCREMENTO_DECREMENTO_E_ACUMULADORES.md;M1;Java fundamentos absolutos e lógica aplicada;Incremento, decremento e acumuladores;M1.14.01;M1.14.04;4;Conceito, por que existe e vocabulário essencial | Exemplo mínimo digitado do zero | Exemplo aplicado ao domínio corporativo | Erros comuns, diagnóstico e perguntas de fixação;++, --, totalizadores, contadores e padrões de loop. Nesta sessão: explicar o conceito com analogias, termos corretos, limites e relação com Java/backend. | ++, --, totalizadores, contadores e padrões de loop. Nesta sessão: criar o menor código ou procedimento possível, executar e observar resultado. | ++, --, totalizadores, contadores e padrões de loop. Nesta sessão: aplicar o assunto em cenário de OS, cliente, produto, pedido, pagamento, auditoria ou mensageria. | ++, --, totalizadores, contadores e padrões de loop. Nesta sessão: quebrar de propósito, interpretar erro, responder perguntas e registrar checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
35;035_M1_15_IF_ELSE_IF_E_ELSE.md;M1;Java fundamentos absolutos e lógica aplicada;If, else if e else;M1.15.01;M1.15.04;4;Conceito, por que existe e vocabulário essencial | Exemplo mínimo digitado do zero | Exemplo aplicado ao domínio corporativo | Erros comuns, diagnóstico e perguntas de fixação;decisão, fluxo, validações, mensagens e condições simples. Nesta sessão: explicar o conceito com analogias, termos corretos, limites e relação com Java/backend. | decisão, fluxo, validações, mensagens e condições simples. Nesta sessão: criar o menor código ou procedimento possível, executar e observar resultado. | decisão, fluxo, validações, mensagens e condições simples. Nesta sessão: aplicar o assunto em cenário de OS, cliente, produto, pedido, pagamento, auditoria ou mensageria. | decisão, fluxo, validações, mensagens e condições simples. Nesta sessão: quebrar de propósito, interpretar erro, responder perguntas e registrar checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
36;036_M1_16_IFS_ANINHADOS_E_SIMPLIFICACAO.md;M1;Java fundamentos absolutos e lógica aplicada;Ifs aninhados e simplificação;M1.16.01;M1.16.04;4;Conceito, por que existe e vocabulário essencial | Exemplo mínimo digitado do zero | Exemplo aplicado ao domínio corporativo | Erros comuns, diagnóstico e perguntas de fixação;quando aninhar, quando evitar, leitura ruim e preparação para guard clauses. Nesta sessão: explicar o conceito com analogias, termos corretos, limites e relação com Java/backend. | quando aninhar, quando evitar, leitura ruim e preparação para guard clauses. Nesta sessão: criar o menor código ou procedimento possível, executar e observar resultado. | quando aninhar, quando evitar, leitura ruim e preparação para guard clauses. Nesta sessão: aplicar o assunto em cenário de OS, cliente, produto, pedido, pagamento, auditoria ou mensageria. | quando aninhar, quando evitar, leitura ruim e preparação para guard clauses. Nesta sessão: quebrar de propósito, interpretar erro, responder perguntas e registrar checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
37;037_M1_17_SWITCH_TRADICIONAL.md;M1;Java fundamentos absolutos e lógica aplicada;Switch tradicional;M1.17.01;M1.17.04;4;Conceito, por que existe e vocabulário essencial | Exemplo mínimo digitado do zero | Exemplo aplicado ao domínio corporativo | Erros comuns, diagnóstico e perguntas de fixação;case, break, default, menus, status e risco de fall-through. Nesta sessão: explicar o conceito com analogias, termos corretos, limites e relação com Java/backend. | case, break, default, menus, status e risco de fall-through. Nesta sessão: criar o menor código ou procedimento possível, executar e observar resultado. | case, break, default, menus, status e risco de fall-through. Nesta sessão: aplicar o assunto em cenário de OS, cliente, produto, pedido, pagamento, auditoria ou mensageria. | case, break, default, menus, status e risco de fall-through. Nesta sessão: quebrar de propósito, interpretar erro, responder perguntas e registrar checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
38;038_M1_18_SWITCH_MODERNO_E_EXPRESSOES.md;M1;Java fundamentos absolutos e lógica aplicada;Switch moderno e expressões;M1.18.01;M1.18.04;4;Conceito, por que existe e vocabulário essencial | Exemplo mínimo digitado do zero | Exemplo aplicado ao domínio corporativo | Erros comuns, diagnóstico e perguntas de fixação;arrow syntax, yield, retorno de valor e uso com enum futuramente. Nesta sessão: explicar o conceito com analogias, termos corretos, limites e relação com Java/backend. | arrow syntax, yield, retorno de valor e uso com enum futuramente. Nesta sessão: criar o menor código ou procedimento possível, executar e observar resultado. | arrow syntax, yield, retorno de valor e uso com enum futuramente. Nesta sessão: aplicar o assunto em cenário de OS, cliente, produto, pedido, pagamento, auditoria ou mensageria. | arrow syntax, yield, retorno de valor e uso com enum futuramente. Nesta sessão: quebrar de propósito, interpretar erro, responder perguntas e registrar checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
39;039_M1_19_WHILE.md;M1;Java fundamentos absolutos e lógica aplicada;While;M1.19.01;M1.19.04;4;Conceito, por que existe e vocabulário essencial | Exemplo mínimo digitado do zero | Exemplo aplicado ao domínio corporativo | Erros comuns, diagnóstico e perguntas de fixação;repetição com condição, loops controlados, risco de loop infinito. Nesta sessão: explicar o conceito com analogias, termos corretos, limites e relação com Java/backend. | repetição com condição, loops controlados, risco de loop infinito. Nesta sessão: criar o menor código ou procedimento possível, executar e observar resultado. | repetição com condição, loops controlados, risco de loop infinito. Nesta sessão: aplicar o assunto em cenário de OS, cliente, produto, pedido, pagamento, auditoria ou mensageria. | repetição com condição, loops controlados, risco de loop infinito. Nesta sessão: quebrar de propósito, interpretar erro, responder perguntas e registrar checklist.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
